"Fundo";"Imagem";"PDF";"Autor";"Titulo";"Titulos atríbuidos";"Notas de edição";"Idioma";"Edição / Descrição geral";"Categoria";"Subcategoria";"Legendas";"Descrição Material";"Dimensões";"Bibliografia";"Publicações";"Exposições";"Itens relacionados";"Bloco de notas";"Cota";"Local de conservação";"Estado de conservação";"Proprietário";"Historial";"Datas relacionadas";"Notas à data";"Dedicatário";"Destinatário";"Data";"Locais";"Palavras chave";"Nomes relacionados";"Data inventario";"Inventariante"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-116-002.jpg";"";"Negreiros, José de Almada";"Dom Fuas Roupinho Moradas Os Artistas Raridades de Excepção Do Cheiro a Bafio La Tragedia de la Unidad Esta história aconteceu num paiz que só se vê às escuras";"Dom Fuas Roupinho Moradas Os Artistas Raridades de Excepção 'Do Cheiro a Bafio' La Tragedia de la Unidad 'Esta história aconteceu num paiz que só se vê às escuras'";"";"Português Espanhol";"Caderno com textos vários, manuscritos e folhas soltas.  ";"Literatura Espólio Documental";"Teatro Poesia Documento Biográfico Conferência";"";"Caderno de capas pretas, folhas lisas, 24 páginas manuscritas a tinta preta e lápis. Folhas soltas: 1 folha quadriculada, ms, tinta preta e verde; 1 folha do caderno rasgada, ms, lápis. um catão ilustrado, impresso a preto e vermelho.   ";"28 x 22 cm ou menos.";"";"Negreiros, José de Almada,  Manifestos e Conferências , Lisboa, Assírio e Alvim, 2006. ";"";"ANSA-IMP-19; ANSA-L-18 a ANSA-L-25; ANSA-L-113 a ANSA-L-115.";"O texto  Os Artistas Raridades de Excepção e outras Palavras Alto e Bom Som  é publicado no D iário de Lisboa,  29 de Março de 1935. Aqui foi também localizado o menu ilustrado pelo Almada do jantar de homenagem ao Arquitecto Pardal Monteiro (12 Novembro ";"ANSA-L-116";"Informação Protegida";"Razoável: manchas de humidade, capa degradada. ";"Colecção Particular";"";"1930 1931 1932 1933 1934 1935 1936 1937 1938 1939";"La Tragedia de la Unidad  datada de 1931.";"";"";"193-";"Madrid Lisboa";"Caderno";"Monteiro, Pardal Monteiro, Adolfo Casais";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-120-001.jpg";"";"Negreiros, José de Almada";"Dois Públicos no Palco ";"Dois Públicos no Palco ";"";"Português";"Manuscritos de peça de teatro, ensaios e esquemas vários com os títulos: ""O Público no Palco""; ""Cine""; ""Teatro""; ""Sudoeste""; ""Generalidade""; ""As Cinco Unidades de Portugal"". ";"Literatura";"Artigos / Ensaio / Fragmentos / Teatro";"";"Caderno liso, sem capas, cinquenta e três páginas manuscritas a lápis. ";"22 x 16 cm";"";"";"";"";"";"ANSA-L-120";"Informação Protegida";"Razoável: caderno sem capas, algumas folhas rasgadas, dobradas e com manchas de humidade. ";"Colecção Particular";"";"1933 1934 1935";"Datas atribuídas de acordo com a publicação de alguns dos conteúdos. ";"";"";"1933-1935";"";"";"Ramos, Carlos Pessoa, Fernando  Leal, Raul Coelho, Ruy";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/thumbANSA-C-13.jpg";"";"Negreiros, José de Almada";"dois pontos da circunferência";"dois pontos da circunferência relação 9/10";"";"Português";"Caderno incompleto e heterogéneo, dedicado aos pontos 7 e Bauhutte, na relação com as dimensões do painel Ecce Homo.";"";"Plano ou projecto Linguagem do quadrado Desenho";"NÓNIO";"6 folhas lisas (incluindo capa), de 31 x 43 cm, dobradas ao meio, 12 páginas inscritas a esferográfica preta, verde, azul, vermelha e lápis.";"31 x 21,5 cm";"";"";"";"ANSA-C-14";"Nota 1: edições NÓNIO aparecem com: rua Rodrigo da Fonseca 78 5º Dº, Lisboa, Portugal ; Nota 2: Pedro Nunes surge como mestre de Vernier ;";"ANSA-C-13";"Informação Protegida";"Bom.";"Colecção Particular";"";"Sem data";"";"";"";"sem data";"Portugal Lisboa";"";"Vitrúvio Vernier, Pierre Pitágoras Pacioli, Frade Luca Nunes, Pedro Negreiros, José de Almada  Filolau";"";"Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-356.jpg";"";"Negreiros, José de Almada";"Dois nus femininos";"Dois nus femininos";"";"";"Desenho de duas figuras femininas nuas: uma deitada, a outra sentada a tocar guitarra. ";"Arte";"Desenho";"";"Lápis sobre papel.";"44,9 x 67,9 cm";"";"";"";"";"";"ANSA-A-356";"Informação protegida";"Bom ";"Colecção particular";"";"";"";"";"";"Sem data ";"";"";"";"2020-06-05";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-RI-125.png";"/images/NAeSA/pdf/ANSA-RI-125.pdf";"Negreiros, José de Almada";"Dois meses de esforço artístico , Exposição Portuguesa em Sevilha";"Dois meses de esforço artístico / Exposição Portuguesa em Sevilha";"";"Português";"Reprodução de um cartaz de José de Almada Negreiros premiado na exposição de Sevilha.";"Espólio Documental";"Ilustração Recorte de Imprensa";"Inscrito no verso, a lápis azul, a fonte e data: 'DL 3-3-928'";"";"";"";"Recorte tirado de:  Diário de Lisboa , Ano 7, Nº 2116, 3 de Março de 1928, p. 1.";"";"";"";"ANSA-RI-125";"Informação Protegida";"Muito bom.";"Colecção Particular";"";"1928";"";"";"";"1928 Mar 3";"Sevilha";"Exposição";"Negreiros, José de Almada";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/IMG_025.jpg";"";"Negreiros, José de Almada";"Dois homens a conversar";"Dois homens a conversar";"";"";"Desenho da autoria de José de Almada Negreiros, assinado, C.I.E.";"Arte";"Desenho";"«12 cm / Fixe» Canto superior direito -- O que foi isso que te aconteceu? / -- Foi por engano. Eu ia num Rio de Janeiro / e quando o conductor disse Trindade, houve algumas / pessoas que julgaram que fui eu quem tinha dito isso. ; Em baixo";"Tinta da china e grafite sobre papel.";"34 cm x 22,4 cm";"";"Desenho publicado no Sempre Fixe, Lisboa, 7(320) 15 Set. 1932, p. 6.";"";"";"";"DEP-AN25";"Informação Protegida";"Razoável. Recomenda-se pequeno restauro (manchas de sujidade).";"Colecção Particular";"";"1932";"Data atribuída de acordo com a publicação do desenho no  Sempre Fixe .";"";"";"1932";"";"Arte";"";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-C-278.JPG";"";"Negreiros, José de Almada";"dois documentos portugueses confirmam a reposição de 1960 “os quinze paineis de D. João I na Batalha”";"";"Assinado ""almada""";"Português";"Caderno com pouco texto inscrito, dedicado às duas moedas de D. Afonso Henriques (os dois “documentos” inscritos no título).Inclui também rascunho para carta ou comunicação dedicada ao mesmo tema: “Em seguimento da minha aceitação ao cosso convite de Belas-Artes [...]”";"Arte / Geometria";"";"";"Materiais riscadores vários sobre caderno de folhas pautadas";"21 x 15 cm";"";"";"";"";"";"ANSA-C-278";"Informação protegida";"Razoável";"Colecção Particular";"";"";"Posterior a 1960 dados os conteúdos";"";"";"Sem data";"";"";"";"2023-03-13";"Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-879.jpg";"";"Negreiros, José de Almada";"Dois desenhos geométricos para as edições do Diário de Notícias";"Dois desenhos geométricos para as edições do Diário de Notícias";"";"";"Dois desenhos geométricos que terão servido para as publicações do Diário de Notícias, isto  porque a página tem marcações iguais a todos os desenhos que foram passados a chapa de zinco para tal efeito.";"Arte Geometria";"Desenho Linguagem do quadrado Painéis de S. Vicente";"";"Folha branca, com quadrícula desenhada a lápis, à mão; desenhos a esferográfica preta e marcações para as chapas de zinco a lápis vermelho.";"36 21,5 cm";"";"";"";"";"";"ANSA-A-878";"Informação Protegida";"Razoável, bastante manchado.";"Colecção Particular";"";"1960";"Atribuída por serem desse ano as edições do Diário de Notícias";"";"";"1960";"";"";"";"";"Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-RI-355.png";"";"Desconhecido";"Dois artísticos painéis de mestre Almada Negreiros , enriquecem a Universidade de Coimbra";"Dois artísticos painéis de mestre Almada Negreiros / enriquecem a Universidade de Coimbra";"";"Português";"Artigo, por autor desconhecido, sobre a colocação de dois painéis de José de Almada Negreiros na Universidade de Coimbra.";"Espólio Documental";"Recorte de Imprensa";"";"";"";"";"Recorte tirado de:  Diário Popular , 23 de Agosto de 1969.";"";"";"";"ANSA-RI-355";"Informação Protegida";"Razoável. Apresenta marcas de deterioração ao longo do recorte.";"Colecção Particular";"";"1969";"";"";"";"1969 Ago 23";"Coimbra";"Painéis";"Amorim, José Bayolo Pacheco de Magalhães, Fernão de Negreiros, José de Almada  Newton, Isaac Nunes, Pedro";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/IMG_169.jpg";"";"Negreiros, José de Almada";"Dois   rapazes , 1932";"Dois   rapazes , 1932";"";"";"Desenho a grafite e tinta-da-china sobre papel. Assinado e datado C.I.E.";"Arte";"Desenho";"C.S.D.: «9,5cm / Fixe»  Em baixo: “-- A metade do bolo que eu / comi era a tua, e esta que / ficou é a minha. ; ";"Grafite e tinta-da-china sobre papel.";"30,7 cm x 24,7 cm";"";"Sempre   Fixe , Lisboa, 7(326)18 Ago. 1932, p. 6.";"";"";"";"DEP-AN169";"Informação Protegida";"Recomenda-se restauro.";"Colecção Particular";"";"1932";"Datado C.I.E";"";"";"1932";"";"Arte";"";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-C-126_thumbnail.jpg";"";"Negreiros, José de Almada";"Documentos sem texto";"Documentos sem texto";"";"Português";"Ensaio que parece completo, sobre a obra de Nuno Gonçalves.";"Literatura";"Plano ou projecto Painéis de S. Vicente Ensaio";"";"3 folhas quadriculadas, de 44,5 x 67 cm, dobradas ao meio, com 6 páginas inscritas a esferográfica azul.";"44,5 x 33,5 cm";"";"";"";"";"";"ANSA-C-126";"Informação Protegida";"Razoável.";"Colecção Particular";"";"Sem data";"";"";"";"sem data";"Grécia Guiné Lisboa Portugal Rio de Janeiro";"";"S. Vicente Negreiros, José de Almada  Mauro, Joaquim Infante Dom Henrique Holanda, Francisco de Gonçalves, Nuno  Figueiredo, José de  Alves, Motta";"";"Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-RI-069.png";"/images/NAeSA/pdf/ANSA-RI-069.pdf";"Pessoa, Fernando / Negreiros, José de Almada";"Do livro 'Mensagem' de Fernando Pessoa , transcrevem-se 3 poemas com 3 ilustrações inéditas de Almada";"Do livro 'Mensagem' de Fernando Pessoa / transcrevem-se 3 poemas com 3 ilustrações inéditas de Almada";"";"Português";"Reprodução de três poemas de Fernando Pessoa, do seu livro Mensagem , ilustrados por três desenhos de José de Almada Negreiros.";"Espólio Documental";"Ilustração Recorte de Imprensa";"";"";"";"";"Recorte tirado de:  Diário de Lisboa , Ano 14, Nº 4339, Suplemento Literário, 14 de Dezembro de 1934, p. 5.";"";"";"";"ANSA-RI-69";"Informação Protegida";"Bom";"Colecção Particular";"";"1934";"";"";"";"1934 Dez 14";"";"Literatura";"Pessoa, Fernando  Negreiros, José de Almada";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-187-001_Medium.jpeg";"";"Negreiros, José de Almada";"Do Cheiro a Bafio e suas Ramificações";"Do Cheiro a Bafio e suas Ramificações";"";"Português";"Segundo de um conjunto de dois textos de José de Almada Negreiros publicados no Diário de Lisboa,  em resposta ao artigo que Dutra Faria publicara no mesmo periódico, a 8 de Março de 1935, comentando um artigo de Almada.";"Literatura";"Ensaio";"";"Documento manuscrito em seis folhas lisas numeradas, a tinta preta.";"";"";"Publicado em ""Diário de Lisboa"", a 5 de Abril de 1935.";"";"ANSA-L-186 ANSA-L-188 ANSA-RI-320 ANSA-RI-321";"";"ANSA-L-187";"Informação Protegida";"Bom: apresenta manchas de humidade e vincos.";"Colecção Particular";"";"1935";"Data inscrita";"";"";"1935 Abr";"";"";"Faria, Dutra";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-186-001_Medium.jpeg";"";"Negreiros, José de Almada";"Do Cheiro a Bafio e Outras Singularidades";"";"";"Português";"Primeiro de um conjunto de dois textos de José de Almada Negreiros, publicados no Diário de Lisboa,  em resposta ao artigo que Dutra Faria publicara no mesmo periódico, a 8 de Março de 1935, comentando um artigo de Almada.";"Literatura";"Ensaio";"";"Documento manuscrito a lápis de carvão, em três folhas lisas, com emendas a tinta preta.";"";"";"Publicado em ""Diário de Lisboa"", a 22 de Março de 1935.";"";"ANSA-L-187 ANSA-L-188 ANSA-RI-320 ANSA-RI-321";"";"ANSA-L-186";"Informação Protegida";"Bom: apresenta manchas de humidade.";"Colecção Particular";"";"1935";"Data inscrita";"";"";"1935 Mar";"";"";"Faria, Dutra";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-75-001.jpg";"";"Negreiros, José de Almada";"Diziam os antigos que cada um";"Diziam os antigos que cada um";"";"Português";"Fragmento de ensaio de José de Almada Negreiros relativo à peça ""Pierrot e Arlequim"". Contém um desenho a lápis de carvão no verso do documento.";"Literatura";"Ensaio / Fragmentos";"";"Documento manuscrito a lápis de carvão em duas páginas quadriculadas.";"32 x 22 cm";"";"";"";"";"";"ANSA-L-75";"Informação Protegida";"Bom: apresenta algumas manchas de humidade.";"Colecção Particular";"";"Sem data";"Data de produção posterior a 1924 (de acordo com a data de publicação de ""Pierrot e Arlequim"".";"";"";"Sem data";"";"";"";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-C-127_thumbnail.jpg";"";"Negreiros, José de Almada";"Divisões ímanentes na figura circular";"Divisões ímanentes na figura circular";"";"Português";"Caderno sobre a linguagem do quadrado, numerado mas incompleto, semelhante aos ANSA-C-80 e ANSA-C-84.";"Geometria";"Plano ou projecto Linguagem do quadrado";"";"3 folhas quadriculadas, de 44,5 x 67 cm, dobradas ao meio, e 7 folhas quadriculadas de 44,5 x 33,5 cm; com 13 páginas inscritas a lápis e esferográfica azul, verde e vermelha.";"44,5 x 33,5 cm";"";"";"";"ANSA-C-80 ANSA-C-84 ANSA-C-104 ANSA-C-105";"Na página numerada 8 nota-se tinta que passou de uma folha adjacente, identificada: está  no ANSA-C-105, juntamente com páginas praticamente iguais a algumas que compõem ANSA-C-127. Isto pode ajudar a compreender a informação em falta neste último caderno";"ANSA-C-127";"Informação Protegida";"Bom.";"Colecção Particular";"";"Sem data";"";"";"";"sem data";"";"";"";"";"Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-C-105_thumbnail.jpg";"";"Negreiros, José de Almada";"Divisões ímanentes da figura circular";"Divisões ímanentes da figura circular";"";"Português";"Várias páginas soltas de cadernos dedicados à linguagem do quadrado, semelhantes aos ANSA-C-80 e ANSA-C-84 (completos).";"Arte Geometria";"Plano ou projecto Linguagem do quadrado Desenho";"";"5 folhas de 44,5 x 33,5 cm, e 9 folhas de 44,5 x 67 cm, dobradas; todas quadriculadas e inscritas com materiais variados (lápis, esferográfica azul, vermelha, verde e preta)";"44,5 x 33,5 cm";"";"";"";"ANSA-C-80 ANSA-C-84 ANSA-C-127 ANSA-C-104";"Algumas destas páginas são praticamente idênticas a páginas incluídas nos cadernos completos, outras estão rasuradas a lápis; isto dá indicação que teriam sido páginas preteridas ou de experimentação.";"ANSA-C-105";"Informação Protegida";"Bom.";"Colecção Particular";"";"Sem data";"";"";"";"sem data";"";"";"";"";"Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-1065_conv.jpg";"";"Almada Negreiros";"divisões (partes proporcionais: ""média e extrema razão"") do quadrante, meio círculo e circunferência";"";"As cerca de cem folhas, do mesmo papel e dimensões (ANSA-A-1041 a ANSA-A-1142) têm todas uma quadrícula a lápis, feita à mão, que lhes confere coerência formal. Isto não quer dizer que sejam uma só obra, completa; parecem ser várias sequências distintas de experimentação geométrica, com algum texto.";"Português";"Página de uma espécie de caderno de folhas de grandes dimensões, que começa com texto e se desenvolve de seguida em desenhos geométricos.Relação entre o Ponto de Bauhutte e Fi (média e extrema razão).";"Geometria";"";"";"Lápis e esferográfica verde e vermelha sobre papel";"61 x 43 cm";"";"";"";"ANSA-A-1041 a ANSA-A-1142";"";"ANSA-A-1065";"";"";"";"";"";"Conjunto provavelmente realizado na década de cinquenta tendo em conta os conteúdos geométricos.";"";"";"1950-1960";"";"";"";"2019-11-18";"Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-873-1_thumbnail.jpg";"";"Negreiros, José de Almada";"Divisão da circunferência em n partes.";"Divisão da circunferência em n partes.";"";"";"Desenhos com propostas geométricas para a divisão da circunferência em n partes iguais, possivelmente para aplicação no painel Começar.";"Arte Geometria";"Plano ou projecto";"";"Folha quadriculada dobrada em dois, com desenhos a lápis e esferográficas vermelha, verde, azul e preta sobre duas das páginas.  ";"32 x 22 cm";"";"";"";"ANSA-A-872";"A provável data é atribuída dadas as semelhanças formais com o desenho cotado ANSA-A-872.";"ANSA-A-873";"Informação Protegida";"Bom";"Colecção Particular";"";"Sem data";"Atribuída.";"";"";"c. 1968";"";"";"";"";"Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-C-072_thumbnail.jpg";"";"Negreiros, José de Almada";"Divisão da circunferência em 7 partes";"Divisão da circunferência em 7 partes";"";"";"Projecto de caderno que só tem uma página desenhada, com um traçado para a divisão da circunferência em 7 partes.";"Arte Geometria";"Plano ou projecto Desenho";"";"Caderno de 8 folhas, com lombada. Capa desenhada a esferográfica vermelha, restante caderno em branco.";"17,5 x 13,5 cm";"";"";"";"";"";"ANSA-C-72";"Informação Protegida";"Razoável.";"Colecção Particular";"";"Sem data";"";"";"";"sem data";"";"";"";"";"Simão Palmeirim"
"José Coelho Pacheco";"/images/NAeSA/BNP_Esp._N94_89.jpg";"";"José Coelho Pacheco";"Diversas maneiras de fazer pirraças aos condutores dos electricos ";"";"";"Português";"Texto humorístico: após prólogo acusando os condutores de má criação, seguem vários diálogos de como os arreliar.";"Literatura";"";"";"Três folhas manuscritas a tinta.";"";"";"";"";"";"";"BNP Esp. N94/89";"Biblioteca Nacional de Portugal";"Razoável";"Biblioteca Nacional de Portugal";"";"";"";"";"";"Sem data";"";"";"";"2022-06-28";"Simão Palmeirim"
"José Coelho Pacheco";"/images/NAeSA/JCP-LIT-2-1.jpeg";"";"José Coelho Pacheco";"Disposições Gerais";"";"";"Português";"Proposta de teor humorístico de estatutos para um “grupo excursionista”.";"Literatura";"Plano ou projecto";"";"Sete folhas pautadas manuscritas a lápis e a caneta.";"";"";"";"";"";"";"JCP-LIT-2";"Informação protegida";"Razoável";"Colecção particular";"";"";"";"";"";"Sem data";"";"";"";"2022-04-29";"Simão Palmeirim e Ana Rita Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-565-01.jpg";"";"Negreiros, José de Almada";"Disposição pelo Número Perfeito";"";"";"";"";"Arte / Geometria";"Painéis de S. Vicente / Número";"";"Esferográfica verde e vermelha, sobre reprodução fotográfica colada em papel";"35 x 65 cm";"";"";"";"ANSA-A-564 a ANSA-A-566ANSA-A-1165 a ANSA-A-1196";"Nem todos os itens relacionados têm as mesmas características formais enquanto desenho, no entanto exploram os mesmos traçados geométricos em função do mesmo objectivo.";"ANSA-A-565";"";"";"";"";"";"Estes desenhos são semelhantes ao que propõe na edição ""A Chave Diz"", de 1950";"";"";"c. 1950";"";"";"";"2020-08-17";"Simão Palmeirim"
