Fundo,Imagem,PDF,Autor,Titulo,Titulos atríbuidos,Notas de edição,Idioma,Edição / Descrição geral,Categoria,Subcategoria,Legendas,Descrição Material,Dimensões,Itens relacionados,Cota,Data,Locais,Palavras chave,Identificador
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-894__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (894),Linguagem do quadrado (divisão da circunferência em 7 partes iguais),,,Divisão da circunferência em 7 partes iguais e consequente relação com dois rectângulos de proporções específicas: Fi e raíz quadrada de 5.,Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-894,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3484
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-895__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (895),Linguagem do quadrado (relação 9/10),,Português,Projecto para capa de conjunto de desenhos Linguagem do Quadrado,Arte / Geometria,Linguagem do quadrado Desenho,almadarelação 9/10linguagem do quadradosem textosem enigmasem cálculosem opinião,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-895,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3485
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-896__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (896),Linguagem do quadrado (rectângulos de proporções específicas),,,"No desenho central são demonstrados rectângulos de proporções específicas em função do rebatimento da diagonal do quadrado.No desenho em baixo apresenta-se a relação entre o Ponto de Bauhutte e a quarta, quinta, sétima, nona e décima partes de um diâmentro (2r).",Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-896,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3486
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-897__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (897),Linguagem do quadrado (nona parte da circunferência),,,Desenho com traçado geométrico para a determinação da nona parte da circunferência,Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-897,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3487
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-898__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (898),Linguagem do quadrado (Grau),,,"Desenho com traçado geométrico para a determinação de uma grau da circunferência, pela subtração da corda da 40ª parte à 36ª sexta parte da mesma.Representa ainda uma ligação destas divisões da circunferência em partes iguais à Relação 9/10.",Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-898,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3488
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-899__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (899),Linguagem do quadrado (Ponto de Bauhutte),,,"Desenho com determinação de dois pontos de Bauhutte (representados pela letra grega Alfa) e um outro ponto, determinado de forma semelhante - a diagonal de um duplo qudrado - mas com outra nomenclatura e intenção (representado por pela letra grega Beta).Este segundo ponto nem é habitualmente denominado, como acontece com o de Bauhutte.",Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-899,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3489
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-900-001__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (900),Linguagem do quadrado (Ponto de Bauhutte),,,Desenho com determinação de dois pontos de Bauhutte (representados pela letra grega Alfa) e a sua relação com várias partes (1/3 ou 1/5) de diâmetros e raios da circunferência.,Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-900,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3491
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-901-001__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (901),Linguagem do quadrado (Marcahuasi e a sétima parte da circunferência),,,"Desenho com determinação da sétima parte de uma circunferência em função de uma grelha ""Marcahuasi"" (4x4 quadrados), como a que está representada no painel Começar (1968, FCG).",Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-901,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3490
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-902__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (902),Linguagem do quadrado (pentagrama),,,"Desenho com relações entre um pentagrama regular e a divisão a circunferência em 9,10 e 20 partes iguais",Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-902,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3492
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-903__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (903),Linguagem do quadrado (Diâmetro e Relação 9/10),,,Desenho que ilustra como um diâmetro corresponde aproximadamente a duas vezes a nona parte de uma circunferência mais uma vez a décima parte (semelhante à proposta do traçado mais à esquerda do painel Começar) ligando-o essas divisões à da sexta parte.,Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-903,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3494
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-904__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (904),Linguagem do quadrado (pentagrama irregular invertido),,,"Desenho com relações entre um pentagrama irregular invertido (semelhante ao do extremo esquerdo no painel Começar) e vários ângulos e partes da circunferência, determinados pelas diagonais internas do pentagrama.",Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-904,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3493
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-905__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (905),Linguagem do quadrado (sétima parte da circunferência),,,Determinação da sétima parte da circunferência em função de um rectângulo de proporções 3 para 1.,Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-905,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3495
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-906__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (906),Linguagem do quadrado (décima parte da circunferência),,,Traçados para a determinação da décima parte da circunferência.,Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-906,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3496
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-907__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (907),"Linguagem do quadrado (quinta, oitava e nona parte da circunferência)",,,Traçado geométrico que ilustra a determinação da quinta parte da circunferência em função da nona e da nona em função da oitava.,Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-907,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3497
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-908__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (908),Linguagem do quadrado (Ponto de Bauhutte),,,Relação entre o Ponto de Bauhutte (Alfa) e um ponto não denominado mas recorrente (Beta).,Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-908,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3499
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-909__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (909),Linguagem do quadrado (nona e décima parte da circunferência),,,"Traçado geométrico que ilustra a nona e a décima parte da circunferência em função de um pentagrama regular.Desenho preparatório para o traçado mais à esquerda no painel Começar (FCG, 1968).",Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-909,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3498
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-910__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (910),Linguagem do quadrado (sétima e nona partes da circunferência),,,Traçado geométrico que ilustra a relação entre a sétima e a nona parte da circunferência e a quinta parte do raio e do diâmetro da mesma.,Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-910,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3500
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-911__2_1.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (911),Linguagem do quadrado (rectângulos de proporções específicas),,,"Desenho que ilustra vário rectângulos de proporções específicas, identificados pelas suas diagonais com a respectiva nomenclatura. São determinados a partir de um rectângulo de proporções 1 para 4.",Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-911,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3502
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-912__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (912),Linguagem do quadrado (divisão da circunferência em 7 e 8 partes iguais),,,Igualdades geométricas várias entre a terceira parte do raio e do diâmetro da circunferência e medidas obtidas a partir da sétima e da oitava partes da mesma.,Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-912,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3501
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-913__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (913),Linguagem do quadrado (divisão da circunferência em 9 partes iguais),,,Traçado geométrico para a divisão da circunferência em 9 partes iguais; determinação recorrente na Relação 9/10.,Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-913,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3510
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-914__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (914),Linguagem do quadrado (pentagrama),,,"Desenho com relações entre um pentagrama regular e a divisão a circunferência em 9, 10,, 14 e 16 partes iguais.",Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-914,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3511
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-915__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (915),Linguagem do quadrado (Tesouro dos Atenienses),,,"Desenho com relações entre um pentagrama regular a fachada do Tesouro dos Atenienses em Delfos, onde é representada a Relação 9/10 nas medidas da arquitrave e da cornija, como identificado na legenda.",Arte / Geometria,Linguagem do quadrado Desenho,arquitrave/cornija = 9/10,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-915,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3513
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-916__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (916),Linguagem do quadrado (m e M),,,"Desenho com relações entre um pentagrama regular e a razão de ouro (média e extrema razão), cujas medidas são identificadas por m e M",Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-916,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3512
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-917__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (917),Linguagem do quadrado (Clemente de Alexandria),,,"Página que aparenta ser uma das folhas de rosto do conjunto, com uma citação de Clemente de Alexandria.",Arte / Geometria,Linguagem do quadrado Desenho,"""Arquitas de Tarento deu a Platão o livro de Filolau.""Clemente de Alexandria",Desenho a lapiseira e marcador sobre papel,63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-917,c. 1960,"Tarento, Alexandria",,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3518
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-918__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (918),Linguagem do quadrado (divisões da circunferência em partes iguais),,,"Traçados geométricos com relações entre o Ponto de Bauhutte, divisões da circunferência em 7, 10, 14 e 16 partes iguais, bem como com a décima parte do raio e do diâmetro.",Arte / Geometria,Linguagem do quadrado Desenho,,Desenho a lapiseira e esferográfica sobre papel,63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-918,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3519
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-919__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (919),Linguagem do quadrado (Ponto de Bauhutte),,,"Desenho do Ponto de Bauhutte, como definido por Almada.Reconhecível na obra homónima de 1957 (FCG) e no extremo direito do painel Começar (1968, FCG).",Arte / Geometria,Linguagem do quadrado Desenho,,"Desenho a lapiseira, marcador e esferográfica sobre papel",63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-919,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3529
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-920__2_.jpg,,"Negreiros, José de Almada",Linguagem do quadrado (920),Linguagem do quadrado (Hierócles),,,"Página que aparenta ser uma das folhas de rosto do conjunto, com uma citação de Hierócles.",Arte / Geometria,Linguagem do quadrado Desenho,"""O quaternátio comõe a década.O quaternário é média entre a mónada incriada e o septenário que carece de mãe.O septenário tem, pela segunda vez, a virtuda da mónada.""Hierócles",Desenho a lapiseira e marcador sobre papel,63 x 45 cm,Ver a série com o título 'Linguagem do Quadrado',ANSA-A-920,c. 1960,"Tarento, Alexandria",,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3524
